userName,score,at,content
rimanita erizon,5,2023-03-17 05:44:11,"Walau masih banyak yang perlu dibenahi, saya mengapresiasi Ditjen Dukcapil Kemendagri yang punya visi go digital. Tetap semangat kembangkan aplikasinya"
FanDy AshBa,2,2023-03-17 05:36:32,"kalau ujung2nya harus datang ke dukcapil ya sama ja bohong, kirain pas verifikasi sdh langsung nongol smua wkwk"
Ahi Ahi,1,2023-03-17 05:33:12,Tidak bisa upload foto minta foto ulang terus aplikasi error
Zhikael Arnain,4,2023-03-17 05:25:30,"Ternyata tidak bisa langsung daftar. Musti ke kantornya dulu... Padahal kan bisa ada layanan online, yang bisa verifikasi wajah dll. Kalah sama Pinjol yang sedang marak WKWKWK"
Yumna Foo,1,2023-03-17 05:24:15,Aplikasi belum bener udh dilaunching sih min...
Widodo Rachmadi,5,2023-03-17 05:15:57,Terimakasih untuk Disdukcapil. Sukses selalu
Amanda Bintang,5,2023-03-17 05:15:42,"Good, 👍🏻👍🏻"
nur wakhid,5,2023-03-17 04:51:24,"Semoga trs di update utk memudahkan pelayanan dan membahagiakan masyarakat dgn layanan yg cepat, tepat gratis"
Sultan Ibrahim,5,2023-03-17 04:48:52,Terimakasi pakdrijen atas aplikasiikd
Joel Tamaru,5,2023-03-17 04:46:54,Aplikasi ini terintegrasi dengan banyak sumber data pribadi kita 👍👍
FAKRULLAH zift,1,2023-03-17 04:45:56,Masih sangat banyak sistem yang belum bisa digunakan
Mariana Ulfa,5,2023-03-17 04:42:57,Saya puas sama layananya
Budi saiful2 Saiful2,1,2023-03-17 04:41:13,Aplikasih payah
hesta chanel,5,2023-03-17 03:48:14,Aplikasi ini membuat saya merasa terbantu dalam mencetak ulang e-KTP
Mr Renaldy,1,2023-03-17 03:38:29,"Bagai mana org yang tidak memiliki hp , apakah bisa ber kartu edentitas"
Rudy Sutrisna Agung,1,2023-03-17 03:36:43,"Apklikasi yang aneh, hanya ada menu daftar tidak ada login/masuk. Rencana yang bagus malah akan menimbulkan keruwetan masa depannya. Bila ganti hp, uninstal aplikasi atau reset hp, akan menyebabkan harus melakukan pendaftaran kembali ke dukcapil, yang seharusnya tidak perlu melakukan pendaftaran berulang ke dukcapil bila ada menu login/masuk, cukup sekali melakukan pendaftaran, dan untuk selanjutnya bisa melakukan verifikasi melalui nomor hp atau email yang telah didaftarkan."
Iwan Trias,5,2023-03-17 03:33:24,Muantaaff Dunia NKRI ada dalam genggaman cukup 2 jempol klik..klikk.. Muncul semua DATAku
Rima permatasari,5,2023-03-17 02:50:20,Terimakasih untuk Capil muba
Ade Hermawan,1,2023-03-17 02:44:51,"Kalau bisa validasinya cukup tap e-KTP di hp NFC, atau bisa juga dengan video call. KTP digital masa caranya masih manual."
Ulfa Artika Devi,5,2023-03-17 02:32:43,Terimah kasih dupcapil muba
kasliah indramayu,5,2023-03-17 02:02:13,Ko ngk bisa ke buka ya
Elvita 23,4,2023-03-17 01:40:51,Bagus
Muhammad Falakhudin,3,2023-03-17 00:57:16,Sepertinya perlu di tambah fitur cetak dokumen karena beberapa kegiatan memerlukan fotokopi sebuah dokumen
Roger Terizla,5,2023-03-17 00:32:48,Terima kasih capil muba
Kaffa Intan,1,2023-03-16 23:32:23,Gak bisa di buka dah berapa2 kali aku coba tetep ga bisa udh sama aku uni istall saja....
prasetiya Pras,1,2023-03-16 21:31:21,"Ngk bis dibuka brulg² dicoba lgi tp ngk bis buka,"
Indra Kurniawan,2,2023-03-16 15:19:16,"percuma atuh isi online kalau masih harus datang ke dukcapilnya, kan database e-KTP kita ada di dukcapilnya, kenapa ga data itu yg dijadiin masternya, jadi kita tinggal verifikasi pake sidikjari, kaga perlu dateng ke dukcapil"
"Mblink ,",3,2023-03-16 14:21:41,Aplikasi dan Servernya parah nih 🤣🤣
M.mulyah Mulyah,1,2023-03-16 13:41:36,Ko coba lagi coba lagi gimana sih aplikasi g jelas... Gangguan koneksi lah gimana mau cetak ktp digital😠😠😠
Didin Jaenudin,1,2023-03-16 13:16:08,"Muncul scan kode QR, mana kodenya??? Huh aplikasi ga guna. Uninstal"
Muhammad Deril,1,2023-03-16 13:05:13,Masa Harus verfikasi ke dukcapil Aplikasi aneh Buat apa ada input nik+selfie
Isabela Oaeta,5,2023-03-16 12:32:40,Sangat bagus
WILLY D4NY,1,2023-03-16 11:50:03,Baru masuk 2 detik dah keluar . Jelekk
Firdaus Biadi,5,2023-03-16 11:29:29,Saya paham niat dari pemerintah membuat semua lebih terintegrasi dengan satu aplikasi dalam hal catatan sipil. Tapi lebih di perhatikan lagi dalam penggunaan aplikasi karena rakyat hanya ingin aplikasi yg berguna dan lancar untuk kehidupannya sehari-hari. Perbaiki bug dan masalah di aplikasi ini dengan sebaik mungkin pasti masyakarat akan mengunduh aplikasi ini untuk kepentingan catatan sipilnya. Terima kasih.
Arindya Ragil,5,2023-03-16 11:26:56,"Minta tolong, saya swafoto loading terus, tidak bisa upload, sekalinya bisa, waktu di kecamatan scan barcode, di minta selfie ulang, saya selfie buram, padahal kalau pakai camera depan hp asli (nggak lewat aplikasi IKD) jelas tidak buram"
Joan Ganong Almunafi'a,1,2023-03-16 10:58:40,Iya nie aplikasih nya gk berfungsi ada bacaan coba lagi coba lagi trs ky gini. Tolong perbaikin lg. Biar semua warga Indonesia bisa terdaftar?
Debby Lestari,1,2023-03-16 10:25:20,"ribet amat daftarnya, bukannya dipermudah malah dipersulit"
Nur Nikmat Tulloh,3,2023-03-16 10:18:06,Data gak update. Npwp sdh tidak aktif masih terlampir?
sulis tyo,1,2023-03-16 10:14:25,"Adminnnya kabur ndak jelas, untuk yg masalah blom ada jalan keluarnya"
BEST 6 SPEED,5,2023-03-16 08:56:29,Apliasi canggih sangat berguna untuk indonesia kedepannya
Gb Jkt,5,2023-03-16 08:19:49,Alhamdulillah dipermudah
Nurul Inasyah Meganing Asih,1,2023-03-16 07:58:54,"PAYAH HARUSNYA DI UPGRADE SISTEMNYA BIAR 1 HP BISA 3 AKUN, KASIAN ORANG TUA HP GA SUPPORT JADI GABISA AKTIVASI. MINIMAL TUH KALO BIKIN APK JANGAN TANGGUNG TANGGUNG FITURNYA BIAR GA NYUSAHIN ORANG LAIN."
Nurul Inasyah Meganing Asih,1,2023-03-16 07:56:58,"Payah, harusnya sistem di upgrade jadi 1 HP bisa aktivasi 3 akun. Kasian orang tua HP ga support jadi gabisa aktivasi"
mr.joker lagi,1,2023-03-16 07:50:37,Lah percuma harus ke dukcapil gak jelas
Mustafa Baloi,3,2023-03-16 07:47:29,Aplikasi yang sangat berguna
Nur Holis,5,2023-03-16 07:42:10,Terbaik
Aditya Febriyanto,5,2023-03-16 07:41:16,Mantap
Putra Bungsu36,1,2023-03-16 07:40:21,Jangankan digunakan. Dibuka aja gk bisa
Zakky Jatendra,5,2023-03-16 07:28:59,Aplikasinya mempermudah
Mega Mustika,5,2023-03-16 07:27:29,Mantap jiwa
Hapersi Okimena,5,2023-03-16 07:23:18,Dukcapil mantaaaapppppp
Sularto menjes,4,2023-03-16 07:13:04,Kok gak bisa foto barkod
Ros Rusiyah,1,2023-03-16 06:53:20,Pake wi-fi tetap gak bisa Kenapa begitu gak jelas🙄🙄🙄
Vincent Chianiago,3,2023-03-16 06:48:34,Server sering down
Arifin Zarkasih,1,2023-03-16 06:17:58,"Aplikasi nya kaga jelas, dimana letak KEADILAN nya, di hp RAM 3 berat, di hp RAM 2 malah engga bisa dibuka koneksi putus, di RAM 4 lancar pdhl jaringannya sama pakai wifi yg sama,,, data paketan internet pun sama, emnk masyarakat nya semua pada mampu beli hp RAM 4,,,? coba diperbaiki dari bawa. Jgn nabrak Pancasila sila ke 5"
Edy Rutanto,1,2023-03-16 05:57:34,"Mohon maaf hanya saya beri bintang 1 karena tadi niatnya verivikasi ke petugas pelayanan KTP digital, aplikasi idk yang sudah saya instal di hp tidak bisa di buka. Tetulis 'terjadi kesalahan jaringan/koneksi'. Mohon benahi dulu servernya biar bisa di akses."
Yopi Maulana,1,2023-03-16 05:27:43,Anjiiiiir kaga bisa di buka...ga guna ni aplikasi
Ria Bhudy,1,2023-03-16 05:09:41,"Tidak BS dibuka, tdk BS memudahkan pelayanan utk masyarakat yg jauh2,dan utk aplikasi si cemplon jg tdknba digunakan"
Ragil Utami,1,2023-03-16 04:56:27,Tdk berfungsi dgn baik
Q-L Chanel,1,2023-03-16 04:56:16,Lambat
Edelweeis 17,1,2023-03-16 04:53:59,Sebenar nya ini apk bisa di pake gak si ??? Gini nih kalo negara banyak di korupsi rakyat pengen nya di permudah malah di persulit. Sinyal udah kenceng loading terus nunggu dari tadi ajir...
HARUN RASYID,1,2023-03-16 04:35:07,Tidak bisa membuka..selalu gagal..kalau gak niat bikin applikasi mending gak usah..dari pada mubazir uang negara digunakan buat hal hal yg tdk bermanfaat
Muji Subagiyanto,5,2023-03-16 04:23:58,"Terima kasih, dokumen kependudukan lengkap disini, mengurangi isi dompet. Thanks kak"
Mukarrobin Sugara,1,2023-03-16 04:18:08,Aplikasi gak bisa dibuka padahal jaringan normal
Sharah Fitriyah,5,2023-03-16 04:17:24,Kadang ga bisa di buka
Lusy Sampit,1,2023-03-16 04:10:08,"Ini ada apa ya kesalahan koneksi terus, ini saat penting malah ga bisa dibuka.. bukan mempermudah malah menyusahkan"
Didin Sukmanudin,5,2023-03-16 04:08:32,Syip aplikasi yg praktis
arip hidayat,1,2023-03-16 04:08:29,"Payah gak bisa"" di install..."
tita sutriawan,1,2023-03-16 04:05:22,"jelek banget,,banyak gangguan daripada koneksi nya"
Vandi Adi Nugraha,5,2023-03-16 03:54:32,Simpel KTP
elda barus,1,2023-03-16 03:49:25,Tidak bisa dibuka.
yayat hidayat,1,2023-03-16 03:48:51,"Buka aplikasi aja gak bisa, belum siap ini hrsny jgn di launching dulu"
Romdonah L.Sutejo,1,2023-03-16 03:40:32,Sudah install 2 jam an sampai diulang² kok muter trus ..muncul tulisan br di verifikasi / kesalahan koneksi..sdh di coba gunakan data sdh di coba pakai wifi..g bisa masuk... trus tindak lanjtnya gimana nich..nunggu trus atau di tutup aja.. nunggu install lagi mgg depan?
Ferty Aldiani,5,2023-03-16 03:39:53,Memudahkan kita dalam segala kegiatan
Revina Panjaitan,5,2023-03-16 03:25:27,Dukcapil bisa
Irawan Sekayu,5,2023-03-16 03:19:43,Terima kasih
Just funny 888,5,2023-03-16 03:05:58,Nice
Sri Harti,5,2023-03-16 02:54:21,Terima kasih
Andi Gustiawan,1,2023-03-16 02:52:10,"Kenapa ya kok saya buka apikasi ini selalu koneksi gagal Padahal sinyal saya bagus,minta tolong min ganti ukuran OS.nya"
Agus Sulaiman,5,2023-03-16 02:39:39,Sangat bagus
MulYadi,4,2023-03-16 02:12:04,Kelengkapan didalam aplikasi masih banyak yang harus cepat disempurnakan seperti koneksitas dengan yang berkepentingan harus segera terealisasi
nadhra aruni,2,2023-03-16 01:18:20,"Gx bisa login, tulisan ny terjadi kesalahan koneksi terus, malahhh ribetttt"
Rusdi Tuliabu,5,2023-03-16 01:16:44,Sangat bermanfaat..
Solichin Hery,1,2023-03-15 23:55:55,Musti scan QR dari petugas... ujung2nya musti ke dukcapil dulu
Wawan gaming,1,2023-03-15 23:35:36,Buat developer tolong segera di perbaiki untuk keluhanya.. Hampir 50% mempunyai keluhan yang sama buat apk ini.. Saran saja tolong di update lagi apk nya dan di hilangkan semua masalah yang udah di ketahui
PT TIRAI KENCANA INDAH,1,2023-03-15 23:20:02,"Jaringan sy bagus internet lancar tp gagal terus waktu scan qrcode. Perhatikan juga dong jaringan servernya. Jgn langsung menyalahkan jaringan hp nya. Satu LG yg lucu knp kita yg daftar online harus scan qrcode ke ducapil? Sudah ada aplikasi, email dll knp harus pakai pegawai LG buat aktivasi??? Hadeehh kirim aja barcodenya ke email yg sudah didaftarin melalui aplikasi. Jd kita bisa daftar dr rumah tanpa harus antri untuk daftar aplikasi yg saat ini BLM ADA FAEDAHNYA. Komentar di feedback dong.."
FRA,1,2023-03-15 18:29:24,"Gimana ini aplikasi, tidak bisa dibuka, ada tulisan coba lagi. Kalau belum siap knp harus di bikin sih ini aplikasi, udh tahun 2023 Woooy"
muchamad aziz fahmi,1,2023-03-15 16:50:48,Piyee iki ga iso di buka blass
Iwan Arga Kusuma,1,2023-03-15 15:50:04,Bru mau dftar sja kok sdh sruh scan barcode 😅
Yutup Musik1,1,2023-03-15 14:15:26,Aplikasi tidak memasyarakat... Android 6 sudah nggak support apa gimana ini .. baru buka saja sudah kesalahan koneksi.. apakah teman teman banyak yang mendapati seperti ini
Happy Akhfadhi,2,2023-03-15 13:44:13,"Pendaftaran sangat ribet dan tidak praktis. Sudah datangi petugas catatan sipil, sudah dpt nmr yg harus dimasukkan saat verifikasi email.. Tapi nunggu 2 hari gak ada email masuk. Harusnya ada pilihan kirim ulang email atau semacamnya seperti aplikasi lain pada umumnya. Jika kita tidak Terima email untuk verifikasi."
kurniawan abut,1,2023-03-15 13:34:11,"aplikasi ngga bisa kepakai , kudet bnget"
Dedi Mulyana,5,2023-03-15 12:35:04,"Apkikasi ini sangat bagus. terutama ketika kita lupa menyimpan atau membawa KTP. Hanya saja aplikasi ini tidak bisa kita instal secara mandiri, masih diperlukan bantuan operator di kantor kecamatan. Terimakasih. semoga aplikasi ini terus update dan memenuhi harapan pengguna."
Torres Teguh,1,2023-03-15 12:19:59,Jelek
eco syd,5,2023-03-15 11:31:49,Senantiasa Sangatlah berguna bermanfaat akan identitas yang sesungguhnya serta melindungi masyarakat warga negara Republik Indonesia akan untuk terdepan 🇮🇩 bagi putra putri bangsa
Muchamad Habibi,2,2023-03-15 11:27:30,Kagak masuk masuk verifikasi lewat mail dah daftar lewat kelurahan
Khusus Game,5,2023-03-15 10:35:21,Semoga bermanfaat dengan inovasi teknologi data kepemilikan warga negara Indonesia
Unin Saputra,5,2023-03-15 09:38:05,"Alhamdulillah , PTK dan siswa/i SMK Tunas Bangsa sudah aktifasi, dan sangat membantu dalam mengakses dokumen seperti KK, KTP, dll dalam 1 aplikasi"
Zack Hungkul,1,2023-03-15 09:21:07,Susah menyimpan data
Haykal Octa Asmar,5,2023-03-15 08:30:17,Aplikasi nya bagus
EX ep4,1,2023-03-15 07:16:31,Tidak ramah
Bagus Hartanto,2,2023-03-15 07:13:31,"UNTUK ANDROID 5.1.1 KE BAWAH TIDAK BISA DI OPERASIKAN ""WARNING"" untuk semua pengguna Android Lollipop/android 5.0 tidak dapat menggunakan aplikasi ini""."
Fadel Pombode,1,2023-03-15 07:06:19,"Masa harus ke dukcapil lagi hanya untuk ambil kodeQR baru biasa masuk, masih kalah dengan aplikasi pinjol 🤣🤣🤣"
BennyBenny,1,2023-03-15 07:05:41,"percuma tidak bisa di gunakan, Tidak bisa di screenshot,dan kebijakan dimana"" masih menggunakan ktp kartu fisik"
Ibnu Malik,1,2023-03-15 06:58:15,Berkali kali coba download install tidak sukses. Pakai data pakai wifi sama saja tidak bisa
Rodiah Ghozali,5,2023-03-15 06:26:03,Aplikasinya sangat memudahkan
Movie Terbaru,5,2023-03-15 05:35:01,Sangat membantu sekali
Sella Wayang,3,2023-03-15 05:25:30,Baru di coba di bagus 🌟 di tambah lagi
Muhaiminul Aziz,1,2023-03-15 05:14:54,"Semua hp android yg setelah di instal apk ini dan ternyata tidak bisa dibuka tertera terjadi kesalahan koneksi itu memang bukan hp yg speknya untuk apk ini, karena yang bisa buka apk ini hanya yg android versi 8.0 keatas kalo cuma android versi 7.0 atau 5.0 udah pasti gak bisa, intinya yg kena kebijakan ini khusus yg hp bagus walaupun hp kalian merk samsung tapi kalo yang model lama udah pasti gak bisa, siap"" dulu cari cuan untuk beli hp baru yg android versi 8 keatas.....💪💪💪"
tina suryati,5,2023-03-15 05:01:11,Top
Mulia Ulfa,5,2023-03-15 04:49:13,Alhamdulillah alpikasi ikd memang keren terimakasih BPK kadisdukcapil simeulue atas aplikasinya yg dpt memudahkan kami dlm mengakses data Adminduk. Terimakasih juka khususnyabkpd BPK dirjen dukcapil Kemendagri atas inovasinya
Wain Marjoni,5,2023-03-15 04:18:55,Trims dukcapil...
agungyulian permana,5,2023-03-15 03:54:27,Aplikasinya sangat bagus
alfan angga,5,2023-03-15 03:47:08,Mantap Keren
Eka Pannasirini,5,2023-03-15 03:41:34,Trimakasih dukcapil muba
Suban Rio,5,2023-03-15 03:39:44,Pelayanan yang baik
Muhammad Intan,5,2023-03-15 03:38:38,Terimakasih dukcapil MuBa
Alatas Alatas,5,2023-03-15 03:38:08,Bagus proses cepat dan lancar
Dian Wahyudi Sarjono,5,2023-03-15 03:33:09,Terima kasih Disdukcapil Kabupaten Musi Banyuasin. The best lah 👍👍
Wahyu W,5,2023-03-15 03:27:39,Terimakasih dukcapil
Putri papora,5,2023-03-15 03:20:27,Terimakasih
fajri Kumar,5,2023-03-15 03:17:24,Aplikasi ikd sangat keren .terimakasih Disdukcapil Simeulue keren
SIDOMUNI AGUSDS,5,2023-03-15 03:15:17,Oke
Masnor Kolis,1,2023-03-15 03:12:56,Susah di download ... Padahal download geam sebentar penuh ml ff ...
Pa Iza,5,2023-03-15 03:08:30,Trimakasih dikdukcapil muba
Ade Irawan,5,2023-03-15 03:08:25,Lanjutkan Bangga Melani Bangsa 🙏
Mr Dyno,5,2023-03-15 03:07:55,Sangat terimakasih disdukcapil simeulue atas aplikasinya
Pera Wati,5,2023-03-15 03:06:27,Terima kasih
Lisa Oktaria,5,2023-03-15 03:05:08,terimakasih telah membantu kami🙏
Lusi Safitri,5,2023-03-15 03:03:37,Sangat membantu masyarakat sukses selalu
robot ninja,5,2023-03-15 02:48:56,Terimakasih dukcapil muba atas sosialisasinya
M. Arsyad Sarfaraz,5,2023-03-15 02:39:47,"Dukcapil oke,...penuh dengan inovasi."
ARAZKHA 22,1,2023-03-15 02:38:59,Kok email tidak valid? Email aktif saya yg saya daftarkan padahal.
Paris Mahyastanto,5,2023-03-15 02:38:08,Simpel cara penggunaannya.
Tata Suharta,5,2023-03-15 02:36:09,Ok
furqana hudaya,1,2023-03-15 02:32:25,Setelah verifikasi foto wajah diperlukan kode QR dari petagas ya? Artinya tetep harus ke dukcapil. Wakwaawwww
Kucing Oren bar-bar,4,2023-03-15 02:27:40,Keren👍🏾
Siti Nur Saffanah,5,2023-03-15 02:24:34,Terima kasih Dukcapil Kab Muba
Lisa Ajah,5,2023-03-15 02:12:44,Tida bisa k buka padahal jaringan penuh
Hendri Purnomo,1,2023-03-15 02:08:43,"Harus ada barcode dari dukcapil, butuk traspot lg buat minta barcodenya"
Ve,1,2023-03-15 01:56:44,"Kalah pintar sm yg bkin aplikasi game online, mreka satset aj urusan dftr mndftr. Nah yg ini Tidak praktis smskali, kudu hrs scan ke dukcapil lg. Buat ap bkin aplksi klo hrs dtg lg kkntor. Ud pnjng lebar isi data, ini sma aj kek e-ktp ktnya gk bs di copy tp alat scan aj gk trsdia dstiap kntor tmpt berurusan..lawak. Klo ad perbaikan aplksasi baru saya rubah bintangnya..."
Annisa production luwuk sulteng,5,2023-03-15 01:53:35,Sangat memuaskan
Yhue Alhank,2,2023-03-15 01:31:01,"Beberapa dokumen jadi hilang, padahal awalnya ada, kenapa pas dicek lagi jadi tidak ada?"
fsb _mna14,4,2023-03-15 01:17:18,Bagus
Suryati Paokuma95,4,2023-03-15 00:54:20,Bagus
Syarip Syarip,1,2023-03-15 00:33:18,"Nik,email,No Handphone,validasi wajah .....malah kagak fungsi hambur2 kuota"
IBENG VacuL,1,2023-03-15 00:19:33,Diminta untuk foto giliran udah foto kok gak bisa masuk
RIKARDO SIMANJUNTAK,1,2023-03-14 23:31:24,Mtp
Mas nyono,2,2023-03-14 23:05:07,"Saya dukung ktp digital tp sangat disayangkan utk mendaftar musti scan QR yg diperoleh hanya dr petugas dinsos, kecuali pelayanan sampai malam jd pulang kerja bisa mampir. Atau akan lbh baik jk verifikasi cukup wajah dan no tlp/e mail kan sdh bisa dicocokan dgn data yg ada"
didi taryadi,3,2023-03-14 22:32:22,"Untuk android 7 gak bisa, bagaimana solusinya masa beli hp baru lagi tolong di perbaiki lagi aplikasinya"
Moch Faiez,1,2023-03-14 22:03:00,Mosok NIK saya yg jelas² sesuai KK tdk terdaftar 😃
shinta asri,5,2023-03-14 21:19:49,"Sungguh membantu , semua data kita jika diperlukan tinggal klik aplikasinya aja , nampak deh semua"
Johan Adi Chandra,1,2023-03-14 17:35:24,"Rating 4,3 cuma boongan. Isinya bintang 1 dan 2 tp bisa 4,3 rating nya. Aplikasi gak bisa dibuka, coba lagi dan cek koneksi. Tp download aplikasi beberapa kai ancar2 aja. Toong dihapus saja apikasinya kalau memang sudah tidak digunakan lagi"
Safril Chahyadi,5,2023-03-14 17:19:56,Good job
Mardioes Oesman,5,2023-03-14 17:18:43,Data dan email udah benar tapi Kenapa saya tidak bisa mengambil foto varifikasi tidak bisa klik
Ayusinta Febriantiwisiregar,1,2023-03-14 16:09:40,"gimana mau bikin IKD, app saja g bisa log in, selalu coba lagi kesalahan koneksi,padahal internet data full, coba jaringan wifi juga sama saja kesalahan koneksi.sudah dibersihin sampah cache, semua akses sudah diizinin, sudah paksa berhenti uninstall,instal ulang tetap saja kesalahan koneksi.tolong jangan bikin rakyat jadi ribet tambah susah,karna g semua orang juga paham internet dan g semua orang memiliki android. apalagi yg tinggal dipelosok jangankan internet Listrik saja blm tentu merata."
Agus Fernandes,5,2023-03-14 15:31:59,Luar biasa
Abdur Razzaak,5,2023-03-14 15:31:04,Semangat dukcapil go digital
Nastiti Anjarwani,2,2023-03-14 15:20:08,"Aplikasi hanya bisa untuk Android seri tertentu, dan suami saya menggunakan hp iphone, app ini belum bisa di gunakan di ios. Disini 1 hp 1 akun, ktp juga tidak bs tercetak karena blangko ktp sudah tidak tersedia. Jadi bagaimana ya untuk solusi nya?"
enjelika Snj,3,2023-03-14 15:05:57,"Proses intregasinya sangat"" lama sekali (￣へ￣)"
Muhammad Rosidin,1,2023-03-14 14:12:34,Katanya online ko ttp harus ke disdukcapil. 😂
suryo winarso,4,2023-03-14 13:55:54,Bagaimana buat orang tua yang tidak punya HP android dan yang Gaptek. Harus ada Solusinya.
Bill Daniel Jaya Sinaga,5,2023-03-14 13:40:01,Sangat bermanfaat untuk di era semakin modern
ruben narendra,1,2023-03-14 13:21:53,Aplikasi nya gak bisa di buka menyebalkan
